,sex,income,region,age,question,answer
2343,Male,"$50,000 to $74,999",West North Central,60,3,Yes
2344,Female,"$0 to $9,999",Middle Atlantic,18 - 29,3,No
2345,Female,"$25,000 to $49,999",Mountain,18 - 29,3,No
2346,Male,"$10,000 to $24,999",Pacific,30 - 44,3,No
2347,Female,"$25,000 to $49,999",West South Central,30 - 44,3,Yes
2348,Female,Prefer not to answer,West South Central,45 - 59,3,No
2349,Male,Prefer not to answer,South Atlantic,30 - 44,3,No
2350,Female,"$100,000 to $124,999",East North Central,30 - 44,3,Yes
2351,Male,Prefer not to answer,Middle Atlantic,30 - 44,3,Yes
2352,Female,"$175,000 to $199,999",Pacific,30 - 44,3,Yes
2353,Female,"$25,000 to $49,999",East North Central,18 - 29,3,No
2354,Female,Prefer not to answer,Middle Atlantic,60,3,No
2355,Male,Prefer not to answer,Middle Atlantic,45 - 59,3,No
2356,Female,Prefer not to answer,East South Central,60,3,No
2357,Female,"$25,000 to $49,999",Middle Atlantic,60,3,Yes
2358,Female,"$10,000 to $24,999",Pacific,60,3,No
2359,Female,"$75,000 to $99,999",New England,18 - 29,3,Yes
2360,Male,"$100,000 to $124,999",East North Central,60,3,Yes
2361,Female,"$0 to $9,999",Pacific,18 - 29,3,Yes
2362,Female,"$150,000 to $174,999",Pacific,18 - 29,3,Yes
2363,Male,"$100,000 to $124,999",South Atlantic,30 - 44,3,No
2364,Female,"$125,000 to $149,999",South Atlantic,30 - 44,3,No
2365,Female,"$100,000 to $124,999",Middle Atlantic,30 - 44,3,Yes
2366,Female,"$50,000 to $74,999",East North Central,45 - 59,3,No
2367,Male,Prefer not to answer,Pacific,60,3,Yes
2368,Female,"$100,000 to $124,999",New England,30 - 44,3,No
2369,Female,"$100,000 to $124,999",East North Central,45 - 59,3,Yes
2370,Female,"$200,000 and up",Middle Atlantic,45 - 59,3,No
2371,Female,"$10,000 to $24,999",South Atlantic,18 - 29,3,No
2372,Male,Prefer not to answer,West South Central,45 - 59,3,Yes
2373,Female,"$50,000 to $74,999",South Atlantic,60,3,No
2374,Male,"$150,000 to $174,999",Middle Atlantic,45 - 59,3,No
2375,Female,Prefer not to answer,Middle Atlantic,45 - 59,3,No
2376,Female,Prefer not to answer,East South Central,45 - 59,3,No
2377,Female,"$75,000 to $99,999",East North Central,45 - 59,3,Yes
2378,Male,"$0 to $9,999",Middle Atlantic,45 - 59,3,Yes
2379,Female,Prefer not to answer,East North Central,18 - 29,3,No
2380,Female,Prefer not to answer,Middle Atlantic,60,3,Yes
2381,Male,"$75,000 to $99,999",New England,60,3,No
2382,Male,Prefer not to answer,New England,18 - 29,3,No
2383,Male,"$0 to $9,999",South Atlantic,18 - 29,3,No
2384,,,,,3,Yes
2385,Female,"$0 to $9,999",East South Central,30 - 44,3,No
2386,Male,Prefer not to answer,,45 - 59,3,Yes
2387,Female,Prefer not to answer,New England,45 - 59,3,No
2388,Male,"$75,000 to $99,999",Middle Atlantic,60,3,Yes
2389,Female,"$50,000 to $74,999",Middle Atlantic,60,3,No
2390,Male,"$100,000 to $124,999",South Atlantic,18 - 29,3,Yes
2391,Female,"$75,000 to $99,999",West South Central,30 - 44,3,No
2392,Male,"$150,000 to $174,999",East North Central,60,3,No
2393,Male,"$200,000 and up",Pacific,45 - 59,3,Yes
2394,Female,Prefer not to answer,East North Central,18 - 29,3,No
2395,Female,"$75,000 to $99,999",West North Central,30 - 44,3,Yes
2396,Female,Prefer not to answer,Middle Atlantic,45 - 59,3,No
2397,Male,"$0 to $9,999",South Atlantic,60,3,No
2398,Female,"$25,000 to $49,999",East North Central,60,3,Yes
2399,Female,"$25,000 to $49,999",Mountain,60,3,Yes
2400,Female,"$75,000 to $99,999",New England,60,3,Yes
2401,Female,"$75,000 to $99,999",Middle Atlantic,30 - 44,3,Yes
2402,Male,"$75,000 to $99,999",West North Central,60,3,No
2403,Female,"$100,000 to $124,999",East North Central,30 - 44,3,Yes
2404,Male,"$50,000 to $74,999",West South Central,45 - 59,3,Yes
2405,Female,"$25,000 to $49,999",Mountain,60,3,No
2406,Male,Prefer not to answer,Pacific,60,3,No
2407,Female,Prefer not to answer,East North Central,45 - 59,3,No
2408,Male,Prefer not to answer,Pacific,60,3,No
2409,Male,"$25,000 to $49,999",New England,30 - 44,3,No
2410,Female,Prefer not to answer,Pacific,18 - 29,3,Yes
2411,Female,"$50,000 to $74,999",West North Central,30 - 44,3,No
2412,Female,"$50,000 to $74,999",Pacific,45 - 59,3,Yes
2413,Female,Prefer not to answer,Pacific,45 - 59,3,Yes
2414,Female,"$10,000 to $24,999",South Atlantic,18 - 29,3,Yes
2415,Female,"$125,000 to $149,999",Pacific,30 - 44,3,Yes
2416,Female,"$10,000 to $24,999",West South Central,60,3,No
2417,Male,"$75,000 to $99,999",South Atlantic,60,3,No
2418,Male,"$10,000 to $24,999",South Atlantic,30 - 44,3,Yes
2419,Female,Prefer not to answer,East North Central,18 - 29,3,No
2420,Female,"$25,000 to $49,999",South Atlantic,30 - 44,3,No
2421,,,,,3,Yes
2422,Male,"$100,000 to $124,999",East North Central,45 - 59,3,No
2423,Female,"$25,000 to $49,999",West North Central,60,3,No
2424,Female,Prefer not to answer,South Atlantic,45 - 59,3,No
2425,Female,"$75,000 to $99,999",West North Central,30 - 44,3,Yes
2426,Male,"$25,000 to $49,999",Middle Atlantic,18 - 29,3,Yes
2427,Female,"$25,000 to $49,999",Pacific,18 - 29,3,Yes
2428,Male,"$75,000 to $99,999",Pacific,60,3,No
2429,Male,Prefer not to answer,West North Central,18 - 29,3,No
2430,Male,"$150,000 to $174,999",South Atlantic,60,3,Yes
2431,Female,"$0 to $9,999",West South Central,18 - 29,3,No
2432,Female,"$50,000 to $74,999",South Atlantic,18 - 29,3,No
2433,Female,"$10,000 to $24,999",West South Central,30 - 44,3,No
2434,Female,"$50,000 to $74,999",Pacific,60,3,Yes
2435,Female,"$200,000 and up",East North Central,45 - 59,3,Yes
2436,Female,"$150,000 to $174,999",Pacific,30 - 44,3,No
2437,Female,"$50,000 to $74,999",Pacific,60,3,Yes
2438,Female,"$50,000 to $74,999",Mountain,45 - 59,3,Yes
2439,Male,"$75,000 to $99,999",East North Central,60,3,No
2440,Female,"$25,000 to $49,999",Middle Atlantic,18 - 29,3,No
2441,Female,"$75,000 to $99,999",New England,30 - 44,3,Yes
2442,Male,"$0 to $9,999",South Atlantic,60,3,Yes
2443,Female,"$50,000 to $74,999",East South Central,18 - 29,3,Yes
2444,Male,Prefer not to answer,East South Central,30 - 44,3,Yes
2445,Male,"$75,000 to $99,999",West South Central,45 - 59,3,No
2446,Female,"$0 to $9,999",New England,45 - 59,3,Yes
2447,Male,"$50,000 to $74,999",South Atlantic,30 - 44,3,Yes
2448,Female,Prefer not to answer,South Atlantic,30 - 44,3,No
2449,Female,"$0 to $9,999",Middle Atlantic,18 - 29,3,No
2450,Female,Prefer not to answer,Mountain,30 - 44,3,No
2451,Male,"$125,000 to $149,999",West South Central,60,3,No
2452,Male,"$75,000 to $99,999",Pacific,18 - 29,3,Yes
2453,Male,"$50,000 to $74,999",East North Central,30 - 44,3,No
2454,Female,"$25,000 to $49,999",Middle Atlantic,60,3,No
2455,Female,"$25,000 to $49,999",Mountain,45 - 59,3,Yes
2456,Male,"$10,000 to $24,999",West South Central,30 - 44,3,Yes
2457,Female,"$50,000 to $74,999",Pacific,45 - 59,3,Yes
2458,Male,"$75,000 to $99,999",West South Central,30 - 44,3,No
2459,Female,"$50,000 to $74,999",Middle Atlantic,30 - 44,3,No
2460,Female,"$200,000 and up",West North Central,60,3,Yes
2461,Female,"$10,000 to $24,999",West South Central,45 - 59,3,Yes
2462,Male,"$175,000 to $199,999",New England,60,3,No
2463,Male,"$25,000 to $49,999",East North Central,18 - 29,3,No
2464,Female,"$125,000 to $149,999",Mountain,60,3,No
2465,Female,"$75,000 to $99,999",Middle Atlantic,60,3,Yes
2466,Female,"$100,000 to $124,999",South Atlantic,30 - 44,3,Yes
2467,Female,"$150,000 to $174,999",New England,45 - 59,3,Yes
2468,Male,"$50,000 to $74,999",East North Central,30 - 44,3,No
2469,Female,"$25,000 to $49,999",Pacific,60,3,Yes
2470,Male,"$50,000 to $74,999",New England,45 - 59,3,No
2471,Female,Prefer not to answer,Pacific,30 - 44,3,No
2472,Female,"$10,000 to $24,999",South Atlantic,60,3,No
2473,Female,"$175,000 to $199,999",West South Central,45 - 59,3,No
2474,Male,"$25,000 to $49,999",Mountain,45 - 59,3,No
2475,Female,Prefer not to answer,East North Central,30 - 44,3,No
2476,Female,"$100,000 to $124,999",South Atlantic,30 - 44,3,No
2477,Female,"$25,000 to $49,999",Pacific,45 - 59,3,Yes
2478,Female,"$25,000 to $49,999",,30 - 44,3,No
2479,Female,"$200,000 and up",New England,18 - 29,3,No
2480,Female,Prefer not to answer,Pacific,30 - 44,3,No
2481,Male,Prefer not to answer,South Atlantic,30 - 44,3,No
2482,Male,"$200,000 and up",West South Central,60,3,No
2483,Female,Prefer not to answer,Pacific,45 - 59,3,Yes
2484,Female,"$100,000 to $124,999",East North Central,45 - 59,3,No
2485,Male,"$100,000 to $124,999",East North Central,45 - 59,3,No
2486,Female,Prefer not to answer,New England,60,3,No
2487,Female,"$0 to $9,999",South Atlantic,30 - 44,3,No
2488,Female,"$175,000 to $199,999",New England,60,3,No
2489,Female,"$10,000 to $24,999",Pacific,45 - 59,3,Yes
2490,Female,"$75,000 to $99,999",West North Central,45 - 59,3,No
2491,Female,Prefer not to answer,Middle Atlantic,18 - 29,3,Yes
2492,Male,"$50,000 to $74,999",New England,60,3,Yes
2493,Female,"$0 to $9,999",East South Central,60,3,No
2494,Female,"$25,000 to $49,999",South Atlantic,18 - 29,3,No
2495,Female,"$50,000 to $74,999",South Atlantic,45 - 59,3,No
2496,Female,"$10,000 to $24,999",New England,60,3,No
2497,Female,"$50,000 to $74,999",Middle Atlantic,60,3,No
2498,Female,"$50,000 to $74,999",Mountain,45 - 59,3,No
2499,Male,"$150,000 to $174,999",East North Central,45 - 59,3,Yes
2500,Female,"$10,000 to $24,999",Middle Atlantic,60,3,No
2501,Female,"$125,000 to $149,999",East North Central,30 - 44,3,No
2502,Female,"$50,000 to $74,999",South Atlantic,30 - 44,3,No
2503,Male,"$10,000 to $24,999",West South Central,60,3,No
2504,Male,"$200,000 and up",Pacific,30 - 44,3,Yes
2505,Female,"$25,000 to $49,999",East North Central,30 - 44,3,Yes
2506,Female,Prefer not to answer,Middle Atlantic,18 - 29,3,Yes
2507,Male,"$150,000 to $174,999",West South Central,45 - 59,3,Yes
2508,Female,"$0 to $9,999",,45 - 59,3,No
2509,Female,Prefer not to answer,East North Central,30 - 44,3,Yes
2510,Male,"$50,000 to $74,999",Pacific,45 - 59,3,Yes
2511,Female,"$100,000 to $124,999",South Atlantic,18 - 29,3,No
2512,Female,"$75,000 to $99,999",East North Central,60,3,No
2513,Female,Prefer not to answer,Mountain,30 - 44,3,Yes
2514,Female,"$100,000 to $124,999",East North Central,45 - 59,3,No
2515,Female,"$50,000 to $74,999",West North Central,18 - 29,3,No
2516,Male,"$100,000 to $124,999",Middle Atlantic,60,3,No
2517,Female,"$125,000 to $149,999",South Atlantic,45 - 59,3,No
2518,Female,"$100,000 to $124,999",Middle Atlantic,30 - 44,3,No
2519,Female,Prefer not to answer,Mountain,60,3,Yes
2520,Female,"$50,000 to $74,999",West South Central,30 - 44,3,No
2521,Male,"$50,000 to $74,999",East North Central,60,3,No
2522,Male,"$50,000 to $74,999",Middle Atlantic,45 - 59,3,No
2523,Female,"$100,000 to $124,999",South Atlantic,45 - 59,3,Yes
2524,Female,Prefer not to answer,South Atlantic,45 - 59,3,Yes
2525,Male,"$200,000 and up",South Atlantic,45 - 59,3,No
2526,Female,"$25,000 to $49,999",South Atlantic,60,3,No
2527,Female,"$25,000 to $49,999",South Atlantic,60,3,No
2528,Male,"$100,000 to $124,999",South Atlantic,45 - 59,3,No
2529,Female,"$75,000 to $99,999",Pacific,60,3,Yes
2530,Male,"$50,000 to $74,999",Pacific,30 - 44,3,Yes
2531,Male,"$125,000 to $149,999",West South Central,45 - 59,3,Yes
2532,Female,"$125,000 to $149,999",West South Central,18 - 29,3,Yes
2533,Male,Prefer not to answer,New England,60,3,No
2534,Male,Prefer not to answer,East North Central,45 - 59,3,No
2535,Female,Prefer not to answer,Pacific,60,3,Yes
2536,Male,"$75,000 to $99,999",South Atlantic,45 - 59,3,Yes
2537,Male,"$125,000 to $149,999",,45 - 59,3,No
2538,Male,"$50,000 to $74,999",Middle Atlantic,30 - 44,3,No
2539,Male,"$50,000 to $74,999",East South Central,30 - 44,3,Yes
2540,Female,"$100,000 to $124,999",Pacific,18 - 29,3,No
2541,Female,"$25,000 to $49,999",East North Central,18 - 29,3,No
2542,Male,"$150,000 to $174,999",Pacific,18 - 29,3,Yes
2543,Female,"$75,000 to $99,999",West South Central,45 - 59,3,No
2544,Female,"$25,000 to $49,999",East North Central,45 - 59,3,Yes
2545,Female,"$50,000 to $74,999",Pacific,60,3,No
2546,Female,"$0 to $9,999",West South Central,18 - 29,3,No
2547,Female,"$25,000 to $49,999",Middle Atlantic,30 - 44,3,Yes
2548,Female,"$25,000 to $49,999",South Atlantic,45 - 59,3,Yes
2549,Male,"$150,000 to $174,999",East South Central,45 - 59,3,Yes
2550,Female,"$25,000 to $49,999",Pacific,60,3,Yes
2551,Female,"$75,000 to $99,999",East North Central,30 - 44,3,Yes
2552,Female,"$75,000 to $99,999",West North Central,45 - 59,3,Yes
2553,Female,"$10,000 to $24,999",South Atlantic,60,3,No
2554,Female,"$50,000 to $74,999",New England,60,3,No
2555,Male,"$25,000 to $49,999",West South Central,30 - 44,3,No
2556,Female,"$10,000 to $24,999",Pacific,45 - 59,3,No
2557,Male,"$50,000 to $74,999",West South Central,45 - 59,3,No
2558,Female,"$25,000 to $49,999",South Atlantic,30 - 44,3,No
2559,Female,Prefer not to answer,West South Central,30 - 44,3,No
2560,Female,"$200,000 and up",East North Central,60,3,No
2561,Female,"$125,000 to $149,999",Pacific,60,3,Yes
2562,Male,"$25,000 to $49,999",East South Central,45 - 59,3,No
2563,Female,"$200,000 and up",West North Central,30 - 44,3,No
2564,Male,"$10,000 to $24,999",East North Central,45 - 59,3,No
2565,Female,"$10,000 to $24,999",Mountain,45 - 59,3,Yes
2566,Female,"$125,000 to $149,999",South Atlantic,45 - 59,3,No
2567,Female,"$50,000 to $74,999",West South Central,60,3,No
2568,Male,"$10,000 to $24,999",Middle Atlantic,18 - 29,3,No
2569,Female,Prefer not to answer,South Atlantic,18 - 29,3,No
2570,Female,Prefer not to answer,East North Central,30 - 44,3,No
2571,Female,"$100,000 to $124,999",Middle Atlantic,45 - 59,3,No
2572,Male,"$10,000 to $24,999",West South Central,60,3,Yes
2573,Male,"$75,000 to $99,999",Pacific,30 - 44,3,Yes
2574,Female,"$200,000 and up",East North Central,30 - 44,3,No
2575,Male,"$10,000 to $24,999",South Atlantic,18 - 29,3,No
2576,Female,Prefer not to answer,Mountain,60,3,Yes
2577,Male,"$50,000 to $74,999",Pacific,30 - 44,3,Yes
2578,Female,"$25,000 to $49,999",West North Central,18 - 29,3,No
2579,Female,"$25,000 to $49,999",Pacific,60,3,No
2580,Female,Prefer not to answer,New England,18 - 29,3,No
2581,Male,"$150,000 to $174,999",Mountain,30 - 44,3,No
2582,Female,"$150,000 to $174,999",South Atlantic,60,3,No
2583,Female,Prefer not to answer,West South Central,45 - 59,3,No
2584,Male,"$75,000 to $99,999",Middle Atlantic,30 - 44,3,No
2585,Female,"$25,000 to $49,999",East North Central,60,3,No
2586,Male,"$25,000 to $49,999",East North Central,45 - 59,3,No
2587,Male,"$50,000 to $74,999",West South Central,45 - 59,3,No
2588,Female,"$50,000 to $74,999",Middle Atlantic,60,3,Yes
2589,Female,"$25,000 to $49,999",Pacific,30 - 44,3,Yes
2590,Female,Prefer not to answer,Mountain,45 - 59,3,Yes
2591,Female,"$10,000 to $24,999",East North Central,45 - 59,3,Yes
2592,Male,"$200,000 and up",Pacific,60,3,No
2593,Female,"$200,000 and up",West South Central,45 - 59,3,Yes
2594,Male,"$10,000 to $24,999",New England,18 - 29,3,No
2595,Male,"$0 to $9,999",East North Central,45 - 59,3,No
2596,Male,"$75,000 to $99,999",South Atlantic,18 - 29,3,No
2597,Female,"$25,000 to $49,999",Mountain,18 - 29,3,Yes
2598,Male,"$50,000 to $74,999",Middle Atlantic,30 - 44,3,No
2599,Female,"$10,000 to $24,999",South Atlantic,45 - 59,3,Yes
2600,Male,Prefer not to answer,Middle Atlantic,18 - 29,3,No
2601,Male,"$25,000 to $49,999",South Atlantic,60,3,No
2602,Female,"$50,000 to $74,999",Mountain,60,3,No
2603,Female,"$200,000 and up",West South Central,45 - 59,3,Yes
2604,Female,"$100,000 to $124,999",East North Central,18 - 29,3,No
2605,Female,"$25,000 to $49,999",South Atlantic,45 - 59,3,No
2606,Female,Prefer not to answer,Pacific,45 - 59,3,No
2607,Male,"$100,000 to $124,999",East North Central,18 - 29,3,Yes
2608,Male,"$100,000 to $124,999",Pacific,30 - 44,3,Yes
2609,Female,"$100,000 to $124,999",,60,3,No
2610,Female,"$100,000 to $124,999",New England,45 - 59,3,No
2611,Female,"$25,000 to $49,999",Middle Atlantic,45 - 59,3,No
2612,Female,"$25,000 to $49,999",Middle Atlantic,60,3,No
2613,Female,"$75,000 to $99,999",East North Central,45 - 59,3,No
2614,Male,"$50,000 to $74,999",New England,60,3,Yes
2615,Female,"$125,000 to $149,999",Pacific,60,3,Yes
2616,Female,"$10,000 to $24,999",East North Central,18 - 29,3,Yes
2617,Male,"$25,000 to $49,999",East South Central,30 - 44,3,No
2618,Female,"$125,000 to $149,999",South Atlantic,45 - 59,3,No
2619,Female,"$0 to $9,999",East South Central,18 - 29,3,No
2620,Male,"$75,000 to $99,999",West South Central,60,3,Yes
2621,Female,"$25,000 to $49,999",South Atlantic,18 - 29,3,No
2622,Male,"$75,000 to $99,999",East North Central,18 - 29,3,No
2623,Female,"$25,000 to $49,999",South Atlantic,45 - 59,3,No
2624,Male,"$50,000 to $74,999",South Atlantic,30 - 44,3,No
2625,Female,"$75,000 to $99,999",South Atlantic,30 - 44,3,No
2626,Female,"$125,000 to $149,999",West North Central,30 - 44,3,No
2627,Male,"$50,000 to $74,999",South Atlantic,18 - 29,3,No
2628,Female,"$25,000 to $49,999",Mountain,18 - 29,3,Yes
2629,Male,"$50,000 to $74,999",West South Central,60,3,No
2630,Female,"$100,000 to $124,999",Pacific,60,3,Yes
2631,Female,"$100,000 to $124,999",New England,30 - 44,3,Yes
2632,,,,,3,No
2633,Female,"$100,000 to $124,999",West South Central,60,3,No
2634,Female,"$50,000 to $74,999",East North Central,30 - 44,3,No
2635,Female,"$50,000 to $74,999",South Atlantic,45 - 59,3,No
2636,Female,Prefer not to answer,East North Central,30 - 44,3,No
2637,Female,"$75,000 to $99,999",Pacific,45 - 59,3,Yes
2638,Male,Prefer not to answer,Pacific,45 - 59,3,Yes
2639,Female,"$10,000 to $24,999",Pacific,30 - 44,3,No
2640,Female,"$100,000 to $124,999",West North Central,45 - 59,3,No
2641,Female,"$25,000 to $49,999",East North Central,60,3,No
2642,Female,"$150,000 to $174,999",Pacific,45 - 59,3,Yes
2643,Female,Prefer not to answer,West South Central,60,3,Yes
2644,Female,"$200,000 and up",West North Central,30 - 44,3,No
2645,Male,"$50,000 to $74,999",South Atlantic,60,3,No
2646,Male,"$75,000 to $99,999",South Atlantic,60,3,No
2647,Female,"$100,000 to $124,999",Pacific,18 - 29,3,Yes
2648,Male,"$75,000 to $99,999",Pacific,45 - 59,3,No
2649,Male,"$200,000 and up",Middle Atlantic,30 - 44,3,Yes
2650,Male,"$100,000 to $124,999",West South Central,60,3,No
2651,Female,Prefer not to answer,Middle Atlantic,60,3,No
2652,Female,"$10,000 to $24,999",East North Central,18 - 29,3,No
2653,Male,"$25,000 to $49,999",Pacific,18 - 29,3,Yes
2654,Female,"$50,000 to $74,999",Mountain,45 - 59,3,No
2655,Female,"$0 to $9,999",West South Central,18 - 29,3,No
2656,Female,"$75,000 to $99,999",Pacific,30 - 44,3,Yes
2657,Female,Prefer not to answer,Middle Atlantic,30 - 44,3,Yes
2658,Female,"$10,000 to $24,999",Pacific,45 - 59,3,Yes
2659,Female,Prefer not to answer,West South Central,60,3,Yes
2660,Male,"$25,000 to $49,999",Middle Atlantic,30 - 44,3,Yes
2661,Female,"$50,000 to $74,999",South Atlantic,18 - 29,3,Yes
2662,Female,"$10,000 to $24,999",Pacific,18 - 29,3,Yes
2663,Female,"$50,000 to $74,999",West South Central,18 - 29,3,No
2664,Female,"$50,000 to $74,999",West North Central,60,3,No
2665,Male,Prefer not to answer,Pacific,18 - 29,3,No
2666,Female,"$125,000 to $149,999",Pacific,18 - 29,3,Yes
2667,Female,"$125,000 to $149,999",East North Central,30 - 44,3,No
2668,Female,"$75,000 to $99,999",South Atlantic,18 - 29,3,No
2669,Male,"$50,000 to $74,999",South Atlantic,18 - 29,3,No
2670,Female,Prefer not to answer,Middle Atlantic,18 - 29,3,Yes
2671,Female,Prefer not to answer,Middle Atlantic,45 - 59,3,No
2672,Female,"$25,000 to $49,999",Pacific,18 - 29,3,Yes
2673,Female,Prefer not to answer,West North Central,45 - 59,3,Yes
2674,Male,"$50,000 to $74,999",Mountain,18 - 29,3,No
2675,Female,Prefer not to answer,South Atlantic,30 - 44,3,No
2676,Male,"$100,000 to $124,999",Pacific,45 - 59,3,Yes
2677,Female,"$50,000 to $74,999",Pacific,60,3,Yes
2678,Male,"$50,000 to $74,999",East North Central,60,3,Yes
2679,Male,"$150,000 to $174,999",East North Central,60,3,Yes
2680,Female,"$25,000 to $49,999",Pacific,18 - 29,3,Yes
2681,Female,"$75,000 to $99,999",East North Central,60,3,No
